"","Family","Genus","Species","Data_type","Size_sd","Size_Est","P4_sd","P4_Est","m1_sd","m1_Est"
"14","Procyonidae","Acheronictis","webbi","Inferred_teeth",0.225,-0.159,0,0.653,0.045,0.703
"516","Felidae","Acinonyx","jubatus","Measured",0,1.669,0,1.354,0,1.236
"574","Felidae","Acinonyx","pardinensis","Inferred_teeth",0.2,1.706,0,1.423,0,1.324
"643","Hyanidae","Adcrocuta","eximia","Inferred_teeth",0.247,1.764,0,1.579,0,1.442
"555","Felidae","Adelphailurus","kansensis","Inferred_teeth",0.285,1.653,0,1.398,0,1.176
"1170","Ursidae","Adelpharctos","ginsburgi","Inferred_teeth",0.263,1.423,0.045,1.141,0,1.236
"1141","Ursidae","Adelpharctos","mirus","Inferred_teeth",0.237,1.538,0.037,1.188,0,1.286
"581","Amphicyonidae","Adilophontes","brachykolos","Measured",0,2.138,0,1.431,0,1.462
"523","Canidae","Aelurodon","asthenostylus","Inferred_teeth",0.367,1.627,0,1.367,0,1.408
"571","Canidae","Aelurodon","ferox","Inferred_teeth",0.393,1.744,0,1.422,0,1.451
"568","Canidae","Aelurodon","mcgrewi","Inferred_teeth",0.371,1.69,0,1.419,0,1.409
"592","Canidae","Aelurodon","montanensis","Inferred_teeth",0.36,1.796,0,1.455,0,1.462
"542","Canidae","Aelurodon","stirtoni","Inferred_teeth",0.376,1.628,0,1.384,0,1.393
"586","Canidae","Aelurodon","taxoides","Inferred_teeth",0.396,1.809,0,1.45,0,1.478
"1322","Stenoplesictidae","Africanictis","hyaenoides","Inferred_teeth",0.321,0.809,0.073,1.089,0,1.053
"1386","Stenoplesictidae","Africanictis","meini","Inferred_teeth",0.321,0.641,0.073,1.022,0,0.98
"1395","Stenoplesictidae","Africanictis","schmidtkittleri","Inferred_teeth",0.306,0.612,0.069,1.01,0,0.968
"1034","Amphicyonidae","Afrocyon","buroletti","Inferred_teeth",0.268,2.274,0.049,1.42,0,1.491
"1054","Amphicyonidae","Afrocyon","ginsburgi","Inferred_teeth",0.274,2.176,0.051,1.38,0,1.449
"1075","Amphicyonidae","Afrocyon","macrodon","Inferred_teeth",0.293,2.09,0.056,1.346,0,1.412
"491","Barbourofelidae","Afrosmilus","africanus","Inferred_teeth",0.241,1.453,0,1.322,0.04,1.215
"496","Barbourofelidae","Afrosmilus","hispanicus","Inferred_teeth",0.231,1.44,0,1.322,0,1.204
"368","Barbourofelidae","Afrosmilus","turkanae","Inferred_teeth",0.229,1.109,0,1.164,0,1.083
"627","Amphicyonidae","Agnotherium","antiquum","Inferred_teeth",0.3,2.393,0,1.524,0,1.5
"1008","Amphicyonidae","Agnotherium","grivense","Inferred_teeth",0.296,2.425,0.057,1.498,0,1.55
"484","Ursidae","Agriarctos","depereti","Inferred_teeth",0.255,2.162,0,1.312,0,1.371
"1087","Ursidae","Agriarctos","gaali","Inferred_teeth",0.251,2.159,0.045,1.281,0,1.398
"1062","Ursidae","Agriarctos","vighi","Inferred_teeth",0.25,2.247,0.045,1.316,0,1.436
"996","Ursidae","Agriotherium","africanum","Inferred_teeth",0.275,2.606,0.053,1.445,0,1.612
"1025","Ursidae","Agriotherium","inexpetans","Inferred_teeth",0.261,2.38,0.049,1.353,0,1.513
"998","Ursidae","Agriotherium","insigne","Inferred_teeth",0.283,2.584,0.055,1.436,0,1.602
"999","Ursidae","Agriotherium","myanmarensis","Inferred_teeth",0.244,2.584,0.044,1.436,0,1.602
"587","Ursidae","Agriotherium","schneideri","Inferred_teeth",0.271,2.627,0,1.45,0,1.623
"1003","Ursidae","Agriotherium","sivalenis","Inferred_teeth",0.293,2.533,0.058,1.415,0,1.58
"386","Ursidae","Ailurarctos","lufengensis","Inferred_teeth",0.232,1.953,0,1.19,0,1.316
"946","Ursidae","Ailuropoda","melanoleuca","Measured",0,2.035,0.097,1.228,0.097,1.352
"111","Ailuridae","Ailurus","fulgens","Measured",0,0.69,0,0.881,0.073,0.998
"610","Amphicyonidae","Aktaucyon","brachifacialis","Inferred_teeth",0.266,2.417,0,1.491,0.055,1.553
"1417","Stenoplesictidae","Alagtsavbaatar","indigenus","Inferred_teeth",0.222,0.607,0.046,0.992,0,0.949
"1102","Barbourofelidae","Albanosmilus","jourdani","Inferred_teeth",0.242,1.891,0.049,1.506,0,1.371
"1100","Barbourofelidae","Albanosmilus","whitfordi","Inferred_teeth",0.26,1.911,0.053,1.514,0,1.38
"349","Mustelidae","Algarolutra","majori","Inferred_teeth",0.206,0.987,0,1.14,0,1.152
"1236","Amphicynodontidae","Allocyon","loganensis","Inferred_teeth",0.252,1.229,0.047,1.082,0,1.161
"650","Hyanidae","Allohyaena","kadici","Inferred_teeth",0.226,1.765,0,1.6,0,1.423
"749","Ailuridae","Alopecocyon","getti","Inferred_Phylogeny",0.518,0.788,0.165,0.989,0.162,1.067
"1334","Ailuridae","Alopecocyon","goeriachensis","Inferred_teeth",0.33,0.715,0.057,0.959,0,1.035
"274","Ailuridae","Alopecocyon","leardi","Inferred_teeth",0.342,0.973,0,1.064,0.05,1.146
"141","Ailuridae","Alopecocyon","parverratis","Inferred_teeth",0.311,0.652,0,0.919,0,1.021
"252","Amphicynodontidae","Amphicticeps","dorog","Inferred_teeth",0.266,0.901,0,1.041,0,1.047
"314","Amphicynodontidae","Amphicticeps","makhchinus","Inferred_teeth",0.267,1.041,0,1.104,0.038,1.102
"199","Amphicynodontidae","Amphicticeps","shackelfordi","Inferred_teeth",0.299,0.728,0,0.982,0,0.961
"1214","Ailuridae","Amphictis","aginensis","Inferred_teeth",0.258,1.091,0.053,1.106,0,1.19
"1393","Ailuridae","Amphictis","antiqua","Inferred_teeth",0.293,0.576,0.059,0.91,0,0.968
"1396","Ailuridae","Amphictis","borbonica","Inferred_teeth",0.263,0.57,0.053,0.9,0,0.964
"1273","Ailuridae","Amphictis","cuspida","Inferred_teeth",0.319,0.88,0.066,1.028,0,1.1
"750","Ailuridae","Amphictis","lemanensis","Inferred_Phylogeny",0.35,0.779,0.107,0.981,0.103,1.054
"1419","Ailuridae","Amphictis","prolongata","Inferred_teeth",0.269,0.523,0.053,0.884,0,0.944
"1358","Ailuridae","Amphictis","schlosseri","Inferred_teeth",0.263,0.687,0.053,0.947,0,1.015
"1420","Ailuridae","Amphictis","wintershofensis","Inferred_teeth",0.288,0.522,0.058,0.884,0,0.944
"1295","Amphicynodontidae","Amphicynodon","brachyrostris","Inferred_teeth",0.251,0.972,0.043,1.033,0,1.079
"756","Amphicynodontidae","Amphicynodon","cephalogalinus","Inferred_Phylogeny",0.328,0.609,0.09,0.887,0.088,0.921
"757","Amphicynodontidae","Amphicynodon","chardini","Inferred_Phylogeny",0.354,0.706,0.105,0.925,0.103,0.963
"1402","Amphicynodontidae","Amphicynodon","crassirostris","Inferred_teeth",0.258,0.696,0.045,0.921,0,0.959
"1485","Amphicynodontidae","Amphicynodon","gracilis","Inferred_teeth",0.256,0.398,0.038,0.801,0,0.829
"758","Amphicynodontidae","Amphicynodon","leptorhynchus","Inferred_Phylogeny",0.328,0.661,0.092,0.907,0.091,0.943
"120","Amphicynodontidae","Amphicynodon","teilhardi","Inferred_teeth",0.262,0.607,0,0.886,0,0.919
"759","Amphicynodontidae","Amphicynodon","typicus","Inferred_Phylogeny",0.352,0.75,0.103,0.943,0.099,0.983
"760","Amphicynodontidae","Amphicynodon","velaunus","Inferred_Phylogeny",0.342,0.677,0.099,0.914,0.098,0.951
"1001","Amphicyonidae","Amphicyon","confucianus","Inferred_teeth",0.215,2.616,0.046,1.491,0,1.58
"1026","Amphicyonidae","Amphicyon","cooperi","Inferred_teeth",0.213,2.464,0.046,1.43,0,1.512
"1005","Amphicyonidae","Amphicyon","frendens","Measured",0,2.635,0.046,1.487,0,1.568
"565","Amphicyonidae","Amphicyon","galushai","Measured",0,2.763,0,1.412,0,1.486
"604","Amphicyonidae","Amphicyon","giganteus","Inferred_teeth",0.285,2.524,0,1.471,0,1.522
"637","Amphicyonidae","Amphicyon","ingens","Measured",0,2.763,0,1.545,0,1.607
"551","Amphicyonidae","Amphicyon","lathanicus","Inferred_teeth",0.189,2.458,0,1.396,0,1.538
"599","Amphicyonidae","Amphicyon","major","Measured",0,2.32,0,1.463,0,1.527
"611","Amphicyonidae","Amphicyon","olisiponensis","Inferred_teeth",0.22,2.613,0,1.494,0.047,1.574
"1035","Amphicyonidae","Amphicyon","palaeindicus","Inferred_teeth",0.328,2.242,0.068,1.411,0,1.491
"1055","Amphicyonidae","Amphicyon","tairumensis","Inferred_teeth",0.293,2.139,0.06,1.369,0,1.447
"761","Amphicyonidae","Amphicyon","ulungurensis","Inferred_Phylogeny",0.408,2.142,0.128,1.372,0.127,1.449
"1021","Amphicyonidae","Amphicyonopsis","serus","Inferred_teeth",0.291,2.297,0.057,1.433,0,1.519
"1030","Felidae","Amphimachairodus","coloradensis","Measured",0,2.236,0.063,1.595,0,1.504
"1024","Felidae","Amphimachairodus","giganteus","Inferred_teeth",0.254,2.271,0.067,1.607,0,1.516
"1012","Felidae","Amphimachairodus","kabir","Inferred_teeth",0.272,2.332,0.064,1.63,0,1.54
"1032","Felidae","Amphimachairodus","kurteni","Inferred_teeth",0.232,2.224,0.064,1.588,0,1.496
"927","Procyonidae","Amphinasua","brevirostris","Inferred_Phylogeny",0.386,0.728,0.112,1.049,0.106,1.051
"1280","Procyonidae","Amphinasua","groeberi","Inferred_teeth",0.296,0.825,0.051,1.089,0,1.093
"1345","Procyonidae","Amphinasua","lutaria","Inferred_teeth",0.292,0.678,0.05,1.029,0,1.029
"1415","Procyonidae","Amphinasua","pascuali","Inferred_teeth",0.286,0.494,0.048,0.955,0,0.949
"1330","Mustelidae","Anatolictis","laevicaninus","Inferred_teeth",0.22,0.325,0.048,0.968,0,1.041
"121","Amphicyonidae","Angelarctocyon","australis","Inferred_teeth",0.205,0.666,0,0.886,0,0.884
"1423","Stenoplesictidae","Anictis","simplicidens","Inferred_teeth",0.222,0.571,0.047,0.986,0,0.942
"336","Mustelidae","Aonyx","capensis","Measured",0,1.279,0,1.124,0,1.262
"870","Mustelidae","Aonyx","cinerea","Measured",0,0.243,0.075,0.868,0.073,0.982
"871","Mustelidae","Aonyx","congicus","Measured",0,1.377,0.068,1.178,0.066,1.297
"1169","Mustelidae","Aonyx","indicus","Inferred_teeth",0.192,1.065,0.042,1.117,0,1.236
"149","Canidae","Archaeocyon","falkenbachi","Inferred_teeth",0.321,0.58,0,0.929,0.052,0.966
"147","Canidae","Archaeocyon","leptodus","Inferred_teeth",0.315,0.581,0,0.925,0,0.97
"76","Canidae","Archaeocyon","pavidus","Inferred_teeth",0.291,0.342,0,0.828,0,0.867
"957","Viverridae","Arctictis","binturong","Measured",0,0.995,0.118,1.132,0.116,1.146
"1067","Ursidae","Arctodus","pristinus","Inferred_teeth",0.273,2.245,0.051,1.265,0,1.43
"493","Ursidae","Arctodus","simus","Inferred_teeth",0.267,2.403,0,1.322,0,1.505
"958","Viverridae","Arctogalidia","trivirgata","Measured",0,0.352,0.125,0.936,0.125,0.946
"284","Mustelidae","Arctomeles","dimolodontus","Inferred_teeth",0.31,0.92,0,1.072,0.056,1.27
"872","Mustelidae","Arctomeles","ferus","Inferred_Phylogeny",0.388,0.575,0.11,0.901,0.105,1.15
"1146","Mustelidae","Arctomeles","gennevauxi","Inferred_teeth",0.301,0.875,0.051,1.024,0,1.279
"1371","Mustelidae","Arctomeles","pliocaenicus","Inferred_teeth",0.306,0.23,0.052,0.762,0,1
"101","Mustelidae","Arctomeles","sotnikovae","Inferred_teeth",0.307,0.583,0,0.863,0,1.193
"873","Mustelidae","Arctomeles","suillus","Inferred_Phylogeny",0.401,0.569,0.115,0.899,0.111,1.147
"1228","Procyonidae","Arctonasua","eurybates","Inferred_teeth",0.298,0.929,0.051,1.095,0,1.172
"276","Procyonidae","Arctonasua","floridana","Inferred_teeth",0.269,0.895,0,1.064,0,1.173
"928","Procyonidae","Arctonasua","fricki","Inferred_Phylogeny",0.395,0.822,0.117,1.052,0.115,1.125
"237","Procyonidae","Arctonasua","gracilis","Inferred_teeth",0.24,0.737,0,1.021,0,1.085
"1324","Procyonidae","Arctonasua","minima","Inferred_teeth",0.235,0.666,0.036,0.998,0,1.049
"874","Mustelidae","Arctonyx","albogularis","Measured",0,0.845,0.089,0.934,0.087,1.156
"875","Mustelidae","Arctonyx","collaris","Measured",0,0.803,0.089,0.922,0.087,1.144
"876","Mustelidae","Arctonyx","hoevenii","Measured",0,0.846,0.089,0.934,0.087,1.156
"994","Ursidae","Arctotherium","angustidens","Inferred_teeth",0.269,2.697,0.053,1.449,0,1.625
"1000","Ursidae","Arctotherium","bonariense","Inferred_teeth",0.273,2.638,0.054,1.425,0,1.599
"947","Ursidae","Arctotherium","NorthAmerica","Inferred_Phylogeny",0.341,2.4,0.104,1.329,0.099,1.495
"995","Ursidae","Arctotherium","tarijense","Inferred_teeth",0.274,2.681,0.054,1.443,0,1.618
"1049","Ursidae","Arctotherium","vetustum","Inferred_teeth",0.272,2.306,0.054,1.291,0,1.455
"1078","Ursidae","Arctotherium","wingei","Inferred_teeth",0.274,2.195,0.054,1.247,0,1.407
"104","Musteloidea_not_assigned_to_family","Arikarictis","chapini","Inferred_teeth",0.249,0.315,0,0.869,0.052,0.919
"1369","Stenoplesictidae","Asiavorator","gracilis","Inferred_teeth",0.297,0.728,0.064,1.041,0,1.002
"1473","Felidae","Asilifelis","coteae","Inferred_teeth",0.19,0.599,0.042,0.984,0,0.869
"762","Amphicyonidae","Askazansoria","mavrini","Inferred_Phylogeny",0.404,2.111,0.129,1.353,0.129,1.424
"769","Canidae","Atelocynus","microtis","Measured",0,0.889,0.096,1.146,0.094,1.188
"187","Herpestidae","Atilax","mesotes","Inferred_teeth",0.204,0.366,0,0.968,0,0.942
"283","Herpestidae","Atilax","paludinosus","Measured",0,0.519,0,1.072,0.047,1.027
"229","Ursidae","Ballusia","elmensis","Inferred_teeth",0.264,1.209,0,1.013,0,1.015
"242","Ursidae","Ballusia","hareni","Inferred_teeth",0.246,1.452,0,1.029,0,1.199
"152","Ursidae","Ballusia","orientalis","Inferred_teeth",0.263,1.199,0,0.929,0,1.086
"1378","Mustelidae","Baranogale","adroveri","Inferred_teeth",0.229,0.111,0.056,0.894,0,0.991
"1538","Mustelidae","Baranogale","balkanica","Inferred_teeth",0.258,-0.48,0.064,0.65,0,0.74
"1466","Mustelidae","Baranogale","helbingi","Inferred_teeth",0.257,-0.17,0.064,0.775,0,0.875
"1004","Barbourofelidae","Barbourofelis","fricki","Inferred_teeth",0.242,2.386,0.048,1.711,0,1.574
"1028","Barbourofelidae","Barbourofelis","loveorum","Inferred_teeth",0.244,2.221,0.05,1.641,0,1.507
"1068","Barbourofelidae","Barbourofelis","morrisi","Measured",0,2.086,0.049,1.568,0,1.423
"651","Barbourofelidae","Barbourofelis","piveteaui","Inferred_teeth",0.217,2.081,0,1.605,0,1.425
"929","Procyonidae","Bassaricyon","alleni","Measured",0,0.092,0.124,0.803,0.123,0.836
"930","Procyonidae","Bassaricyon","gabbii","Measured",0,0.097,0.124,0.804,0.123,0.838
"931","Procyonidae","Bassaricyon","medius","Measured",0,0.101,0.124,0.805,0.123,0.839
"932","Procyonidae","Bassaricyon","neblina","Measured",0,0.159,0.124,0.822,0.123,0.855
"1444","Procyonidae","Bassaricyonoides","phyllismillerae","Inferred_teeth",0.25,0.363,0.051,0.882,0,0.908
"139","Procyonidae","Bassaricyonoides","stewartae","Inferred_teeth",0.267,0.449,0,0.919,0.054,0.943
"1478","Procyonidae","Bassariscus","antiquus","Inferred_teeth",0.246,0.191,0.05,0.828,0,0.857
"93","Procyonidae","Bassariscus","astutus","Measured",0,0.053,0,0.851,0,0.872
"83","Procyonidae","Bassariscus","casei","Inferred_teeth",0.247,0.111,0,0.839,0.057,0.862
"1516","Procyonidae","Bassariscus","minimus","Inferred_teeth",0.218,0.025,0.043,0.765,0,0.789
"1494","Procyonidae","Bassariscus","ogallalae","Inferred_teeth",0.262,0.052,0.056,0.792,0,0.816
"65","Procyonidae","Bassariscus","parvus","Inferred_teeth",0.258,0.136,0,0.813,0,0.839
"933","Procyonidae","Bassariscus","sumichrasti","Measured",0,-0.046,0.098,0.779,0.099,0.805
"922","Musteloidea_not_assigned_to_family","Bathygale","lemanensis","Inferred_Phylogeny",0.407,0.524,0.134,0.966,0.133,0.985
"810","Herpestidae","Bdeogale","crassicauda","Measured",0,0.19,0.091,0.832,0.09,0.815
"811","Herpestidae","Bdeogale","jacksoni","Measured",0,0.398,0.091,0.89,0.09,0.874
"812","Herpestidae","Bdeogale","nigripes","Measured",0,0.398,0.091,0.89,0.09,0.874
"813","Herpestidae","Bdeogale","omnivora","Measured",0,0.243,0.091,0.847,0.09,0.83
"1089","Hyanidae","Belbus","beaumonti","Inferred_teeth",0.201,1.617,0.037,1.503,0,1.393
"539","Hyanidae","Belbus","djurabensis","Inferred_teeth",0.205,1.346,0,1.38,0,1.288
"399","Amphicyonidae","Bonisicyon","illacabo","Inferred_teeth",0.319,1.74,0,1.204,0,1.279
"525","Amphicyonidae","Borocyon","neomexicanus","Measured",0,1.94,0,1.367,0,1.439
"570","Amphicyonidae","Borocyon","niobrarensis","Inferred_teeth",0.246,1.976,0,1.42,0,1.456
"569","Amphicyonidae","Borocyon","robustum","Inferred_teeth",0.227,2.006,0,1.42,0,1.481
"607","Canidae","Borophagus","diversidens","Inferred_teeth",0.42,1.897,0,1.484,0,1.517
"619","Canidae","Borophagus","dudleyi","Inferred_teeth",0.414,1.949,0,1.508,0.047,1.538
"591","Canidae","Borophagus","hilli","Inferred_teeth",0.416,1.811,0,1.454,0,1.475
"544","Canidae","Borophagus","littoralis","Inferred_teeth",0.405,1.668,0,1.386,0,1.423
"482","Canidae","Borophagus","orc","Inferred_teeth",0.409,1.484,0,1.309,0,1.345
"480","Canidae","Borophagus","parvus","Inferred_teeth",0.407,1.517,0,1.306,0,1.376
"548","Canidae","Borophagus","pugnator","Inferred_teeth",0.405,1.681,0,1.39,0,1.429
"556","Canidae","Borophagus","secundus","Inferred_teeth",0.406,1.691,0,1.398,0,1.43
"840","Mephetidae","Brachyopsigale","dubius","Inferred_Phylogeny",0.369,-0.061,0.126,0.815,0.125,0.884
"52","Mephetidae","Brachyprotoma","obtusata","Inferred_teeth",0.25,-0.139,0,0.785,0,0.848
"359","Mustelidae","Brachypsalis","hyaenoides","Inferred_teeth",0.315,0.895,0,1.149,0.045,1.123
"1271","Mustelidae","Brachypsalis","matutinus","Inferred_teeth",0.291,0.848,0.042,1.129,0,1.104
"1239","Mustelidae","Brachypsalis","modicus","Inferred_teeth",0.311,0.974,0.048,1.18,0,1.158
"384","Mustelidae","Brachypsalis","pachycephalus","Inferred_teeth",0.301,0.975,0,1.188,0,1.152
"356","Amphicyonidae","Brachyrhynchocyon","dodgei","Inferred_teeth",0.205,1.207,0,1.146,0,1.149
"763","Amphicyonidae","Brachyrhynchocyon","intermedius","Inferred_Phylogeny",0.293,1.094,0.095,1.097,0.094,1.103
"1316","Amphicyonidae","Brachyrhynchocyon","montanus","Inferred_teeth",0.205,0.986,0.041,1.053,0,1.057
"1523","Musteloidea_not_assigned_to_family","Brevimalictis","chikasha","Inferred_teeth",0.274,0.018,0.056,0.762,0,0.778
"1508","Procyonidae","Broiliana","dehmi","Inferred_teeth",0.298,0.132,0.053,0.782,0,0.806
"64","Procyonidae","Broiliana","nobilis","Inferred_teeth",0.309,0.233,0,0.813,0,0.86
"38","Viverravidae","Bryanictis","microlestes","Inferred_teeth",0.228,-0.225,0,0.74,0,0.658
"21","Viverravidae","Bryanictis","paulus","Inferred_teeth",0.198,-0.397,0,0.681,0,0.574
"1537","Mephetidae","Buisnictis","breviramus","Inferred_teeth",0.306,-0.303,0.048,0.689,0,0.74
"1541","Mephetidae","Buisnictis","burrowsi","Inferred_teeth",0.304,-0.321,0.05,0.682,0,0.732
"37","Mephetidae","Buisnictis","meadensis","Inferred_teeth",0.296,-0.188,0,0.74,0,0.786
"20","Mephetidae","Buisnictis","metabatos","Inferred_teeth",0.291,-0.322,0,0.681,0,0.732
"426","Canidae","Caedocyon","tedfordi","Inferred_teeth",0.291,1.278,0,1.233,0.044,1.231
"1197","Canidae","Canis","adustus","Measured",0,1.011,0.049,1.186,0,1.21
"582","Canidae","Canis","armbrusteri","Inferred_teeth",0.207,1.57,0,1.432,0,1.47
"1128","Canidae","Canis","arnensis","Inferred_teeth",0.251,1.183,0.05,1.282,0,1.318
"1166","Canidae","Canis","aureus","Measured",0,1.015,0.043,1.215,0,1.241
"580","Canidae","Canis","brevirostris","Inferred_teeth",0.186,1.569,0,1.431,0,1.479
"1098","Canidae","Canis","cautleyi","Inferred_teeth",0.202,1.329,0.043,1.339,0,1.382
"414","Canidae","Canis","cedazoensis","Inferred_teeth",0.194,1.061,0,1.223,0.042,1.271
"601","Canidae","Canis","dirus","Inferred_teeth",0.207,1.689,0,1.469,0,1.533
"505","Canidae","Canis","edwardii","Inferred_teeth",0.227,1.349,0,1.338,0,1.397
"1091","Canidae","Canis","etruscus","Inferred_teeth",0.224,1.359,0.049,1.349,0,1.389
"445","Canidae","Canis","ferox","Inferred_teeth",0.234,1.133,0,1.257,0,1.3
"474","Canidae","Canis","latrans","Measured",0,1.127,0,1.295,0,1.335
"458","Canidae","Canis","lepophagus","Inferred_teeth",0.251,1.175,0,1.277,0,1.314
"563","Canidae","Canis","longdanensis","Inferred_teeth",0.194,1.417,0,1.409,0,1.387
"412","Canidae","Canis","lupaster","Inferred_teeth",0.185,1.024,0,1.22,0,1.241
"520","Canidae","Canis","lupus","Measured",0,1.508,0,1.363,0,1.419
"1188","Canidae","Canis","mesomelas","Measured",0,0.929,0.049,1.191,0,1.223
"1296","Canidae","Canis","pinjorensis","Inferred_teeth",0.201,0.638,0.043,1.059,0,1.079
"770","Canidae","Canis","rufus","Measured",0,1.361,0.069,1.332,0.067,1.363
"415","Canidae","Canis","simensis","Measured",0,1,0,1.223,0,1.305
"559","Canidae","Canis","teilhardi","Inferred_teeth",0.193,1.483,0,1.407,0,1.442
"416","Canidae","Canis","thooides","Inferred_teeth",0.239,1.049,0,1.223,0,1.264
"408","Felidae","Caracal","aurata","Measured",0,1.027,0,1.215,0,1.076
"396","Felidae","Caracal","caracal","Measured",0,1.138,0,1.199,0,1.079
"429","Canidae","Carpocyon","compressus","Inferred_teeth",0.373,1.369,0,1.236,0,1.321
"392","Canidae","Carpocyon","limosus","Inferred_teeth",0.41,1.274,0,1.196,0.052,1.281
"464","Canidae","Carpocyon","robustus","Inferred_teeth",0.386,1.496,0,1.286,0,1.377
"487","Canidae","Carpocyon","webbi","Inferred_teeth",0.393,1.547,0,1.314,0,1.392
"272","Felidae","Catopuma","badia","Measured",0,0.398,0,1.061,0,0.944
"419","Felidae","Catopuma","temminckii","Measured",0,1.061,0,1.225,0,1.076
"1149","Ursidae","Cephalogale","geoffroyi","Inferred_teeth",0.275,1.523,0.047,1.183,0,1.279
"1182","Ursidae","Cephalogale","gergoviensis","Inferred_teeth",0.276,1.413,0.048,1.138,0,1.23
"1121","Ursidae","Cephalogale","ginesticus","Inferred_teeth",0.292,1.67,0.052,1.242,0,1.342
"481","Ursidae","Cephalogale","shareri","Inferred_teeth",0.305,1.806,0,1.307,0,1.391
"1265","Canidae","Cerdocyon","avius","Inferred_teeth",0.226,0.676,0.052,1.07,0,1.107
"348","Canidae","Cerdocyon","texanus","Inferred_teeth",0.239,0.833,0,1.14,0,1.166
"771","Canidae","Cerdocyon","thous","Measured",0,0.719,0.091,1.091,0.087,1.13
"1352","Mustelidae","Cernictis","hesperus","Inferred_teeth",0.252,0.214,0.058,0.933,0,1.025
"1315","Mustelidae","Cernictis","repenningi","Inferred_teeth",0.247,0.295,0.057,0.966,0,1.061
"125","Mustelidae","Chamitaxus","avitus","Inferred_teeth",0.262,0.489,0,0.903,0.041,0.982
"456","Procyonidae","Chapalmalania","alteafrontis","Inferred_teeth",0.298,1.201,0,1.274,0,1.225
"423","Procyonidae","Chapalmalania","ortognatha","Inferred_teeth",0.303,1.125,0,1.23,0.043,1.205
"648","Hyanidae","Chasmaporthetes","australis","Inferred_teeth",0.249,1.799,0,1.592,0,1.457
"634","Hyanidae","Chasmaporthetes","bonisi","Inferred_teeth",0.237,1.723,0,1.541,0,1.444
"629","Hyanidae","Chasmaporthetes","borissiaki","Inferred_teeth",0.257,1.648,0,1.528,0,1.394
"620","Hyanidae","Chasmaporthetes","exitelus","Inferred_teeth",0.241,1.627,0,1.509,0.041,1.395
"626","Hyanidae","Chasmaporthetes","lunensis","Inferred_teeth",0.274,1.642,0,1.522,0,1.396
"600","Hyanidae","Chasmaporthetes","melei","Inferred_teeth",0.28,1.52,0,1.465,0.046,1.349
"612","Hyanidae","Chasmaporthetes","nitidula","Inferred_teeth",0.278,1.653,0,1.494,0,1.431
"1080","Hyanidae","Chasmaporthetes","ossifragus","Inferred_teeth",0.278,1.646,0.047,1.518,0,1.402
"959","Viverridae","Chrotogale","owstoni","Measured",0,0.512,0.124,0.993,0.125,1.001
"772","Canidae","Chrysocyon","brachyurus","Measured",0,1.366,0.087,1.311,0.083,1.364
"1123","Canidae","Chrysocyon","nearcticus","Inferred_teeth",0.224,1.266,0.054,1.287,0,1.34
"1388","Musteloidea_not_assigned_to_family","Circamustela","dechaseauxi","Inferred_teeth",0.295,0.357,0.062,0.919,0,0.978
"312","Viverridae","Civettictis","civetta","Measured",0,1.079,0,1.1,0,1.148
"318","Viverridae","Civettictis","howelli","Inferred_teeth",0.206,0.981,0,1.107,0.044,1.122
"841","Mephetidae","Conepatus","chinga","Measured",0,0.283,0.073,0.947,0.072,1.064
"842","Mephetidae","Conepatus","humboldtii","Measured",0,-0.484,0.068,0.744,0.068,0.861
"102","Mephetidae","Conepatus","leuconotus","Measured",0,0.544,0,0.863,0,1.009
"130","Mephetidae","Conepatus","sanmiguelensis","Inferred_teeth",0.186,0.242,0,0.906,0,1.019
"186","Mephetidae","Conepatus","semistriatus","Measured",0,0.079,0,0.968,0,1.09
"188","Canidae","Cormocyon","copei","Inferred_teeth",0.387,0.725,0,0.971,0,1.045
"197","Canidae","Cormocyon","haydeni","Inferred_teeth",0.343,0.707,0,0.981,0,1.02
"605","Amphicyonidae","Crassidia","intermedia","Inferred_teeth",0.185,2.485,0,1.479,0,1.514
"116","Mustelidae","Craterogale","simus","Inferred_teeth",0.245,0.342,0,0.886,0.041,0.965
"640","Hyanidae","Crocuta","crocuta","Measured",0,1.74,0,1.557,0,1.447
"654","Hyanidae","Crocuta","eturono","Inferred_teeth",0.223,1.892,0,1.613,0,1.516
"814","Herpestidae","Crossarchus","alexandri","Measured",0,0.176,0.096,0.842,0.091,0.82
"815","Herpestidae","Crossarchus","ansorgei","Measured",0,-0.155,0.096,0.749,0.091,0.727
"816","Herpestidae","Crossarchus","obscurus","Measured",0,0.097,0.096,0.819,0.091,0.797
"817","Herpestidae","Crossarchus","platycephalus","Measured",0,0,0.096,0.792,0.091,0.771
"1465","Herpestidae","Crossarchus","transvalensis","Inferred_teeth",0.237,0.247,0.063,0.89,0,0.875
"795","Eupleridae","Cryptoprocta","ferox","Measured",0,0.978,0.138,1.092,0.139,1.055
"796","Eupleridae","Cryptoprocta","spelea","Measured",0,1.23,0.138,1.164,0.139,1.126
"1117","Canidae","Cuon","alpinus","Measured",0,1.106,0.05,1.304,0,1.346
"110","Canidae","Cynarctoides","acridens","Inferred_teeth",0.362,0.472,0,0.878,0,0.926
"1461","Canidae","Cynarctoides","emryi","Inferred_teeth",0.351,0.364,0.052,0.831,0,0.882
"67","Canidae","Cynarctoides","gawnae","Inferred_teeth",0.348,0.376,0,0.82,0,0.903
