Suborder;Superfamily;Family;Constrained within family;Subfamily;Constrained witin subfamily;Genus;Species;Consrained within genus
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Lokotunjailurus;emageritus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;canadensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;issiodorensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;longignathus;No
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;lynx;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;pardinus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;proterolyncis;No
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;rufus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Lynx;thomasi;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Machairodus;aphanistus;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Machairodus;robinsoni;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Machairodus;tanneri;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Megantereon;cultridens;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Megantereon;falconeri;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Megantereon;hesperus;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Megantereon;nihowanensis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Megantereon;whitei;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Metailurus;hengduanshanensis;Yoshi potentially nested within genus
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Metailurus;major;Yoshi potentially nested within genus
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Metailurus;mongoliensis;Yoshi potentially nested within genus
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Metailurus;obscurus ;Yoshi potentially nested within genus
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Metailurus;parvulus;Yoshi potentially nested within genus
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Miomachairodus;pseudailuroides;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Miracinonyx;inexpectatus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Miracinonyx;trumani;Yes
Feliformia;None;Felidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Namafelis;minor;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Neofelis;diardi;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Neofelis;nebulosa;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Nimravides;catacopsis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Nimravides;pedionomus;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Nimravides;thinobates;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Otocolobus;manul;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;atrox;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;blytheae;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;gombaszoegensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;leo;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;onca;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;palaeosinensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;pamiri;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;pardus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;spelaea;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;tigris;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Panthera;uncia;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Paramachaerodus;maximiliani;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Paramachaerodus;orientalis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Pardofelis;marmorata;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Pratifelis;martini;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Prionailurus;bengalensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Prionailurus;planiceps;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Prionailurus;rubiginosus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Prionailurus;viverrinus;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Pristifelis;attica;Yes
Feliformia;None;Felidae;Yes;Basal to subfamilies;"Yes (except speces listed as ""Unplaced"")";Proailurus;bournonnensis;Yes
Feliformia;None;Felidae;Yes;Basal to subfamilies;"Yes (except speces listed as ""Unplaced"")";Proailurus;lemanensis;Yes
Feliformia;None;Felidae;Yes;Basal to subfamilies;"Yes (except speces listed as ""Unplaced"")";Proailurus;major;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Promegantereon;ogygia;Yes
Feliformia;None;Felidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Pseudaelurus;cuspidatus;No
Feliformia;None;Felidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Pseudaelurus;guangheensis;No
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Pseudaelurus;quadridentatus;Yes
Feliformia;None;Felidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Pseudaelurus;romieviensis;No
Feliformia;None;Felidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Pseudaelurus;transitorius;No
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Puma;concolor;Miracinonyx potentially nested within genus
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Puma;lacustris;Miracinonyx potentially nested within genus
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Puma;pardoides;No
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Rhizosmilodon;fiteae;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Smilodon;fatalis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Smilodon;gracilis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Smilodon;populator;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Stenailurus;teilhardi;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Styriofelis;lorteti;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Styriofelis;turnauensis;Yes
Feliformia;None;Felidae;Yes;Felinae;"Yes (except speces listed as ""Unplaced"")";Styriofelis;vallesiensis;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Xenosmilus;hodsonae;Yes
Feliformia;None;Felidae;Yes;Machairodontinae;"Yes (except speces listed as ""Unplaced"")";Yoshi;garevskii;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Atilax;mesotes;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Atilax;paludinosus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Bdeogale;crassicauda;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Bdeogale;jacksoni;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Bdeogale;nigripes;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Bdeogale;omnivora;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Crossarchus;alexandri;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Crossarchus;ansorgei;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Crossarchus;obscurus;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Crossarchus;platycephalus;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Crossarchus;transvalensis;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Cynictis;penicillata;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Dologale;dybowskii;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Helogale;hirtula;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Helogale;kitafe;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Helogale;palaeogracilis;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Helogale;parvula;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;abdelalii;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;alaylaii;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;auropunctatus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;brachyurus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;cadeoti;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;debilis;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;dissimilis;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;edwardsii;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;flavescens;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;fuscus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;ichneumon;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;javanicus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;naso;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;ochraceus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;palaeoserengetensis;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;pulverulentus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;sanguineus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;semitorquatus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;smithii;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;urva;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Herpestes;vitticollis;Yes
Feliformia;None ;Herpestidae;Yes;Unplaced;No;Herpestides;aegypticus;Yes
Feliformia;None ;Herpestidae;Yes;Unplaced;No;Herpestides;aequatorialis;Yes
Feliformia;None ;Herpestidae;Yes;Unplaced;No;Herpestides;afarensis;Yes
Feliformia;None ;Herpestidae;Yes;Unplaced;No;Herpestides;antiquus;Yes
Feliformia;None ;Herpestidae;Yes;Unplaced;No;Herpestides;compactus;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Ichneumia;albicauda;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Ichneumia;nims;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;atavus;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;aurelianensis;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;filholi;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;mbitensis;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;namibiensis;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;rangwai;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Leptoplesictis;senutae;Herpestes nested within genus
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Liberiictis;kuhni;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Mungos;dietrichi;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Mungos;gambianus;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Mungos;minutus;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Mungos;mungo;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Paracynictis;selousi;Yes
Feliformia;None ;Herpestidae;Yes;Herpestinae;No;Rhynchogale;melleri;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Suricata;major;Yes
Feliformia;None ;Herpestidae;Yes;Mungotinae;No;Suricata;suricatta;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Acarictis;ryani;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Akhnatenavus;leptognathus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Akhnatenavus;nefertiticyon;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Alienetherium;buxwilleri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Allopterodon;bulbosus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Allopterodon;minor;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Allopterodon;torvidus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Basal;Yes (and the two basal species are combined constrained to be the sister to all other members of the family);Altacreodus  ;magnus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Anasinopa;hassi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Anasinopa;leakeyi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Apterodon;altidens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Apterodon;gaudryi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Apterodon;intermedius;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Apterodon;langebadreae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Apterodon;macrognathus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Apterodon;saghensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Arfiinae;Yes except unplaced species;Arfia;gingerichi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Arfiinae;Yes except unplaced species;Arfia;junnei;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Arfiinae;Yes except unplaced species;Arfia;langebadreae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Arfiinae;Yes except unplaced species;Arfia;opisthotoma;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Arfiinae;Yes except unplaced species;Arfia;shoshoniensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Arfiinae;Yes except unplaced species;Arfia;zele;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Boritia;duffaudi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Boualitomus;marocanensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Brychotherium;ephalmos;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Brychotherium;ethiopicus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Buhakia;mogharensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Cynohyaenodon;cailuxy;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Cynohyaenodon;lautricensis ;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Cynohyaenodon;trux;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Cynohyaenodon ;ruetimeyeri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Dissopsalis;carnifex;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Dissopsalis;pyroclasticus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Eoproviverra;eisenmanni;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Eurotherium;matthesi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Eurotherium;theriodis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Furodon;crocheti;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Galecyon;chronius;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Galecyon;gallus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Galecyon;mordax;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Galecyon;morloi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Galecyon;peregrinus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Gazinocyon;vulpeculus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Glibzegdouia;tabelbalaensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Hemipsalodon;grandis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Hemipsalodon;viejaensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;brachyrhynchus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;brevirostris;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;chunkhtensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;crucians;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;dubius;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;eminus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;filholi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;gervaisi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;gigas;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;horridus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;incertus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;leptorhynchus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;megaloides;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;microdon;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;mongoliensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;montanus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;mustelinus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;pervagus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;raineyi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;rossignoli;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;weilini;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;venturae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;vetus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Hyaenodon;yuanchuensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Hyainailouros;bugtiensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Hyainailouros;nyanzae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Hyainailouros;sulzeri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Indohyaenodontinae;Yes except unplaced species;Indohyaenodon;raoi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Iridodon;datzae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Unassigned;NA;Ischnognathus;savagei;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Isohyaenodon;andrewsi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Isohyaenodon;pilgrimi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Isohyaenodon;zadoki;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Unassigned;NA;Isphanatherium;ferganensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Kerberos;langebadreae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Koholia;atlasense;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Indohyaenodontinae;Yes except unplaced species;Kyawdawia;lupina;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Lahimia;selloumi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Leakeytherium;hiwegi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Leonhardtina;godinoti;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Leonhardtina;gracilis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Lesmesodon;behnkeae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Lesmesodon;edingeri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Limnocyon;cuspidens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Limnocyon;potens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Limnocyon;verus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Masrasector;aegypticum;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Masrasector;ligabuei;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Matthodon;menui;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Matthodon;tritens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Megistotherium;osteothlastes;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Metapterodon;brachycephalus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Metapterodon;kaiseri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Metapterodon;schlosseri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Koholiinae;Yes except unplaced species;Metapterodon;stromeri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Metasinopa;Yes except unplaced species;Metasinopa;fraasi;Yes
