Suborder;Superfamily;Family;Constrained within family;Subfamily;Constrained witin subfamily;Genus;Species;Consrained within genus
Outside Carnivora;NA;Hyaenodontidae;Yes;Metasinopa;Yes except unplaced species;Metasinopa;napaki;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Minimovellentodon;russelli;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Mlanyama;sugu;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Morlodon;vellerei;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Unassigned;NA;Neoparapterodon;rechetovi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Orienspterodon;dahkoensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Oxyaenodon;dysodus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Oxyaenoides;bicuspidens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Oxyaenoides;lindgreni;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Oxyaenoides;schlosseri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Paenoxyaenoides ;liguritor;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Paracynohyaenodon;magnus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Paracynohyaenodon;schlosseri;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Parapterodon;lostangensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Indohyaenodontinae;Yes except unplaced species;Paratritemnodon;indicus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Indohyaenodontinae;Yes except unplaced species;Paratritemnodon;jandewalensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Paroxyaena;galliae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Paroxyaena;pavlovi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Parvagula;palulae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Parvavorodon;gheerbranti;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Praecodens;acutus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Preregidens;langebadrae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Prodissopsalis;eocaenicus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;antiquus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;atavus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;chowi;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;eerius;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;elisabethae;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;haematus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Prolimnocyon;iudei;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Propterodon;morrisi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Propterodon;pishigouensis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Propterodon;tongi;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Protoproviverra;palaeonictides;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;deimos;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;girardoti;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;martis;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;minimus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;phobos;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;robustus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;secundarius;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Prototomus;viverrinus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Proviverra;typica;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Proviverroides;piercei;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Pterodon;africanus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Pterodon;dasyuroides;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Pterodon;hyaenoides;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Pterodon;phiomensis;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Pterodon;syrtos;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Pyrocyon;dioctetus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Apterodontinae;Yes except unplaced species;Quasiapterodon;minutus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Quercytherium;simplicidens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyaenodoninae/Proviverrinae;Yes except unplaced species;Quercytherium;tenebrosum;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Sinopa;jilinia;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Sinopa;major;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Sinopa;minor;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Sinopa;pungens;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Sinopa;rapax;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Hyainailourinae;Yes except unplaced species;Sivapterodon;lahirii;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Teratodon;enigmae;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Teratodontinae;Yes except unplaced species;Teratodon;spekei;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Unassigned;NA;Thereutherium;thylacodes;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Thinocyon;comptus;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Thinocyon;medius;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Thinocyon;sichowensis;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Limnocyoninae;Yes except unplaced species;Thinocyon;velox;No
Outside Carnivora;NA;Hyaenodontidae;Yes;Basal;Yes (and constrained to be the sister to all other members of the family);Tinerhodon;disputatus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Tritemnodon;agilis;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Sinopinae;Yes except unplaced species;Tritemnodon;strenuus;Yes
Outside Carnivora;NA;Hyaenodontidae;Yes;Indohyaenodontinae;Yes except unplaced species;Yarshea;cruenta;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Adcrocuta;eximia;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Allohyaena;kadici;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Belbus;beaumonti;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Belbus;djurabensis;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;australis;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;bonisi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;borissiaki;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;exitelus;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;lunensis;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;melei;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;nitidula;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Chasmaporthetes;ossifragus;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Crocuta;crocuta;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Crocuta;eturono;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaena;abronia;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaena;hyaena;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictis;almerai;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictis;graeca;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictis;hendeyi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictis;preforfex;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictis;wehaietu;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictitherium;hyaenoides;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictitherium;minimum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictitherium;namaquensis;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictitherium;parvum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictitherium;pilgrimi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Hyaenictitherium;wongii;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;ebu;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;iberium;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;intuberculatum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;kurteni;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;pannonicum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;tauricum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Ictitherium;viverrinum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Lycyaena;choeretis;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Lycyaena;crusafonti;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Lycyaena;dubia;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Lycyaena;macrostoma;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Lycyaenops;rhomboideae;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Lycyaenops;silberbergi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Metahyaena;confector;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Miohyaenotherium;bessarabicum;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Pachycrocuta;brevirostris;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Palinhyena;reperta;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Parahyaena;brunnea;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Parahyaena;howelli;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Pliocrocuta;perrieri;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Plioviverrops;faventinus;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Plioviverrops;gaudryi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Plioviverrops;gervaisi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Plioviverrops;guerini;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Plioviverrops;orbignyi;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Proteles;amplidentus;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Proteles;cristata;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;aegaeum;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;cingulatum;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;crassum;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;csakvarense;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;gaillardi;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;intermedium;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;llopisi;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;punixum;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;sumegense;No
Feliformia;None;Hyanidae;Yes;None;NA;Protictitherium;thessalonikensis;No
Feliformia;None;Hyanidae;Yes;None;NA;Thalassictis;certa;No
Feliformia;None;Hyanidae;Yes;None;NA;Thalassictis;montadai;No
Feliformia;None;Hyanidae;Yes;None;NA;Thalassictis;proava;No
Feliformia;None;Hyanidae;Yes;None;NA;Thalassictis;robusta;No
Feliformia;None;Hyanidae;Yes;None;NA;Thalassictis;sarmatica;No
Feliformia;None;Hyanidae;Yes;None;NA;Thalassictis;spelaea;No
Feliformia;None;Hyanidae;Yes;None;NA;Tongxinictis;primordialis;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Tungurictis;spocki;Yes
Feliformia;None;Hyanidae;Yes;None;NA;Werdelinus;africanus;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Brachyopsigale;dubius;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Brachyprotoma;obtusata;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Buisnictis;breviramus;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Buisnictis;burrowsi;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Buisnictis;meadensis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Buisnictis;metabatos;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Conepatus;chinga;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Conepatus;humboldtii;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Conepatus;leuconotus;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Conepatus;sanmiguelensis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Conepatus;semistriatus;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Martinogale;alveodens;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Martinogale;chisoensis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Martinogale;faulli;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Martinogale;nambiana;Not constrained to be within genus
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Mephitis;macroura;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Mephitis;mephitis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Mesomephitis;medius;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Miomephitis;pilgrimi;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Mydaus;javanensis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Mydaus;marchei;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Nannomephitis;crassidens;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Osmotherium;spelaeum;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Plesiomeles;cajali;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Pliogale;furlongi;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Pliogale;manka;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;alexeevi;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;brevirostris;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;hootoni;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;lartetii;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;maeotica;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;maxima;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;parvus;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;pristinidens;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis;qinensis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis ;majori;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Promephitis ;malustenensis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Spilogale;angustifrons;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Spilogale;gracilis;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Spilogale;microdens;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Spilogale;putorius;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Spilogale;pygmaea;Yes
Caniformia;Musteloidea;Mephitidae;Yes except unplaced species in superfamily;None;NA;Spilogale;rexroadi;Yes
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Dawsonicyon;isami;Yes
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Dormaalocyon;latouri;Yes
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Eogale;parydros;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Gracilocyon;rosei;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Gracilocyon;rundlei;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Gracilocyon;solei;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Gracilocyon;winkleri;Yes
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Messelogale;kessleri;Yes
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;deutschi;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;exiguus;No
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miacis;gracilis;No
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miacis;hookwayi;No
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miacis;igniculus;No
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miacis;invictus;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;latidens;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;medius;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;parvivorus;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;petilus;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;sylvestris;No
Outside Carnivora;None ;Miacidae;No;Outside named groups;"Yes (except speces listed as ""Unplaced"")";Miacis;washakius;No
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miocyon;magnus;Yes
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miocyon;major;Yes
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miocyon;scotti;Yes
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miocyon;uintensis;Yes
Outside Carnivora;None ;Miacidae;No;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miocyon;vallisrubrae;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Oodectes;herpestoides;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Oodectes;jepseni;Yes
Outside Carnivora;None ;Miacidae;No;Vulpavus Group;"Yes (except speces listed as ""Unplaced"")";Palaearctonyx;meadi;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Paramiacis;exilis;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Paramiacis;teilharti;Yes
Outside Carnivora;None ;Miacidae;No;Oodectes group;"Yes (except speces listed as ""Unplaced"")";Paroodectes;feisti;Yes
