occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,motility_basis,life_habit,life_habit_basis,vision,vision_basis,diet,diet_basis,reproduction,reproduction_basis,ontogeny,ontogeny_basis,ecospace_comments,composition,architecture,thickness,reinforcement,taphonomy_basis,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,image_no,formation,stratgroup,member,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,time_bins,time_contain,time_major,time_buffer,time_overlap,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified
191999,occ,,,19445,Borophagus secundus,,species,44603,Late Hemphillian,,9.4,4.7,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Borophagus,41196,,,,,,-117,33.900002,,Mount Eden,,Eden Ledges; UCMP V-3269,US,California,Riverside,based on political unit,1,,"San Timoteo Badlands, near Beaumont",gplates,105,mid,-113.57,35.37,scotese,105,mid,-114.48,33.51,seton,106,mid,-114.48,33.45,US,,Mt. Eden,,,,,Timot,140,,bottom to top,,,,,Baskin 1981 says late Hemphillian,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"Gilbert Chron ""5.0 to 5.4 Ma"": May and Repenning 1982, based on biochronology and reversed polarity at AMNH quarry",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,carnivore,Borophagus,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Borophagus,41196,,Borophagus,,,,secundus,,378,Mt. Eden,,,,,,,,,,,,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,10/12/22 17:43
192000,occ,8021,,19445,Caninae,,subfamily,90655,Late Hemphillian,,9.4,4.7,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,,,,,-117,33.900002,,Mount Eden,,Eden Ledges; UCMP V-3269,US,California,Riverside,based on political unit,1,,"San Timoteo Badlands, near Beaumont",gplates,105,mid,-113.57,35.37,scotese,105,mid,-114.48,33.51,seton,106,mid,-114.48,33.45,US,,Mt. Eden,,,,,Timot,140,,bottom to top,,,,,Baskin 1981 says late Hemphillian,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"Gilbert Chron ""5.0 to 5.4 Ma"": May and Repenning 1982, based on biochronology and reversed polarity at AMNH quarry",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,Caninae,,,,indet.,,1864,Mt. Eden,,,,,,,,,,,,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192026,occ,,,19447,Canidae,,family,41189,Hemphillian,,9.4,4.7,Stirton,1939,3233,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,,,,,-122.120003,37.856998,,"UCMP V-3611, Mulholland Site 2",,,US,California,Contra Costa,based on political unit,3,small collection,1.5 mi N and 0.5 E of Moraga,gplates,130,mid,-118.42,39.63,scotese,130,mid,-119.35,37.76,seton,176,mid,-120.26,38.23,US,,Garrity,,,,,,,,bottom to top,,,,,"referred to the Orinda Fm. by Stirton but to the Mulholland Fm. by Creely et al. 1982; not directly superposed above the Orinda/Moraga/Siesta sites contra Tedford et al. 1987, but a lateral equivalent of the Bald Peak Basalt, which overlies the Siesta Fm. (Creely et al. 1982) and is dated at 7.7 (=7.91) Ma (KA on olivine: Evernden et al. 1964) superposed above the undifferentiated Contra Costa Group, including Bolinger Canyon and other ""Orinda"" sites of Stirton.<br>As discussed in Martin et al. 2023, revised stratigraphy of area by Wagner et al. 2021 places locality in the Garrity Formation, which overlies the Mulholland members of the Siesta Formation and is stratigraphically above the UCMP V3611 occurs above the\r\nCrow Canyon (8.2 Ma, Ar/Ar) and Bolinger Canyon (8.1 Ma Ar/Ar) and below the San Pablo Dam Tuff (7.8 Ma Ar/Ar). ",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,,UCMP,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,life habit and diet based on Nowak 1999,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,Canidae,,,,indet.,,378,Garrity,,,,not reported,,,,,,,,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",vertebrate,"R. A. Stirton. 1939. Cenozoic Mammal Remains From the San Francisco Bay Region. University of California Publications, Bulletin of the Department of Geological Sciences 24(13):339-410",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,10/24/23 11:21
192033,occ,,,19449,Cynarctoides acridens,,species,45441,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Cynarctoides,41205,,,,,,-106.199997,35.5,"""South of Santa Cruz River, 50 ft below the Nambe White Ash Stratum, Nambe Member... Santa Fe County""",Nambe,,,US,New Mexico,Santa Fe,based on political unit,1,,Central Espanola Basin,gplates,101,mid,-100.42,39.05,scotese,101,mid,-103.13,36.15,seton,101,mid,-102.67,35.72,US,,Tesuque,,Nambe,,,Espan,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,underlies Skull Ridge Mbr.,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Cynarctoides,41205,,Cynarctoides,,,,acridens,,378,Tesuque,,Nambe,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
192034,occ,8036,,19449,Protomarctus optatus,,species,52385,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Protomarctus,41239,,,,,,-106.199997,35.5,,Nambe,,,US,New Mexico,Santa Fe,based on political unit,1,,Central Espanola Basin,gplates,101,mid,-100.42,39.05,scotese,101,mid,-103.13,36.15,seton,101,mid,-102.67,35.72,US,,Tesuque,,Nambe,,,Espan,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,underlies Skull Ridge Mbr.,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Protomarctus,41239,,Protomarctus,,,,optatus,,378,Tesuque,,Nambe,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192035,occ,8037,,19449,Paracynarctus kelloggi,,species,52177,Barstovian,,16.3,12.5,Tedford and Barghoorn,1993,3380,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Paracynarctus,41231,,,,,,-106.199997,35.5,,Nambe,,,US,New Mexico,Santa Fe,based on political unit,1,,Central Espanola Basin,gplates,101,mid,-100.42,39.05,scotese,101,mid,-103.13,36.15,seton,101,mid,-102.67,35.72,US,,Tesuque,,Nambe,,,Espan,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,underlies Skull Ridge Mbr.,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Paracynarctus,41231,,Paracynarctus,,,,kelloggi,cf.,378,Tesuque,,Nambe,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"R. H. Tedford and S. F. Barghoorn. 1993. Road Log Neogene geology of the Española Basin, New Mexico. New Mexico Museum of Natural History Bulletin 2:169-178",4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192036,occ,,,19449,Microtomarctus conferta,,species,52175,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Microtomarctus,41222,,,,,,-106.199997,35.5,"""north side of fault block south of Santa Cruz River drainage, 35 ft below No. 1 White Ash""",Nambe,,,US,New Mexico,Santa Fe,based on political unit,1,,Central Espanola Basin,gplates,101,mid,-100.42,39.05,scotese,101,mid,-103.13,36.15,seton,101,mid,-102.67,35.72,US,,Tesuque,,Nambe,,,Espan,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,underlies Skull Ridge Mbr.,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Microtomarctus,41222,,Microtomarctus,,,,conferta,,378,Tesuque,,Nambe,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
192054,occ,8044,,19453,Caninae,,subfamily,90655,Clarendonian,,12.5,9.4,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,,,,,-119,34.299999,,Nettle Spring Canyon 1,,UCMP V-5662; Apache Canyon 1,US,California,Ventura,based on political unit,1,,,gplates,105,mid,-113.77,36.46,scotese,105,mid,-115.23,33.69,seton,105,mid,-112.67,32.01,US,,NS Caliente,,,,,ApchC,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,Caninae,,,,indet.,,1864,NS Caliente,,,,,,,,,,,,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192067,occ,,,19457,Paratomarctus temerarius,,species,44882,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Paratomarctus,41233,,,,,,-117,34.799999,,New Hope Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,said to be in the Barstow fauna sensu Woodburne et al. 1990 by Wang et al. 1999,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Paratomarctus,41233,,Paratomarctus,,,,temerarius,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,1/4/10 18:59
192068,occ,,,19457,Microtomarctus conferta,,species,52175,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Microtomarctus,41222,,,,,,-117,34.799999,,New Hope Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,said to be in the Barstow fauna sensu Woodburne et al. 1990 by Wang et al. 1999,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Microtomarctus,41222,,Microtomarctus,,,,conferta,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,1/4/10 18:59
192069,occ,,,19457,Aelurodon asthenostylus,,species,43759,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-117,34.799999,,New Hope Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,said to be in the Barstow fauna sensu Woodburne et al. 1990 by Wang et al. 1999,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,asthenostylus,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,1/4/10 18:59
192070,occ,8052,,19457,Protepicyon raki,,species,50944,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Protepicyon,41237,,,,,,-117,34.799999,,New Hope Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,said to be in the Barstow fauna sensu Woodburne et al. 1990 by Wang et al. 1999,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Protepicyon,41237,,Protepicyon,,,,raki,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192071,occ,,,19458,Microtomarctus conferta,,species,52175,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Microtomarctus,41222,,,,,,-117,34.799999,,New Year Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,Barst,5,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"10 m above Skyline Tuff according to Evander 19867, Kelly and Lander 1988, but at least 20 m above it, and just above the Dated Tuff according to Woodburne et al. 1990, who show no other quarries at this level; Dated Tuff dated at 14.8 +/- 0.09 Ma (biotite Ar-Ar) by MacFadden et al. 1990, but this date is rejected by Rasbury et al. 1999 in favor of their Skyline Tuff date (see Skyline Quarry)",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Microtomarctus,41222,,Microtomarctus,,,,conferta,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,1/4/10 18:48
192072,occ,,,19458,Aelurodon asthenostylus,,species,43759,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-117,34.799999,,New Year Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,Barst,5,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"10 m above Skyline Tuff according to Evander 19867, Kelly and Lander 1988, but at least 20 m above it, and just above the Dated Tuff according to Woodburne et al. 1990, who show no other quarries at this level; Dated Tuff dated at 14.8 +/- 0.09 Ma (biotite Ar-Ar) by MacFadden et al. 1990, but this date is rejected by Rasbury et al. 1999 in favor of their Skyline Tuff date (see Skyline Quarry)",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,asthenostylus,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,1/4/10 18:48
192073,occ,8053,,19458,Protepicyon raki,,species,50944,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Protepicyon,41237,,,,,,-117,34.799999,,New Year Quarry,,,US,California,San Bernardino,based on political unit,1,small collection,,gplates,101,mid,-111.81,38.82,scotese,134,mid,-114.04,35.58,seton,101,mid,-113.56,35.45,US,FED,Barstow,,Upper,,,Barst,5,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"10 m above Skyline Tuff according to Evander 19867, Kelly and Lander 1988, but at least 20 m above it, and just above the Dated Tuff according to Woodburne et al. 1990, who show no other quarries at this level; Dated Tuff dated at 14.8 +/- 0.09 Ma (biotite Ar-Ar) by MacFadden et al. 1990, but this date is rejected by Rasbury et al. 1999 in favor of their Skyline Tuff date (see Skyline Quarry)",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Protepicyon,41237,,Protepicyon,,,,raki,,378,Barstow,,Upper,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192080,occ,8056,,19460,Borophaginae,,subfamily,83323,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,,,,,-120.400002,36.099998,,North Coalinga,,"CIT 108, 129; Domengine Creek; Merychippus Zone; UCMP 2124",US,California,Fresno,based on political unit,1,,12 mi N of Coalinga,gplates,130,mid,-113.02,39.24,scotese,130,mid,-115.22,35.97,seton,176,mid,-116.91,36.88,US,,Temblor,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,"CIT 108 is the same as UCMP 2124: Downs 1961<br>Merriam's types of ""Neohipparion molle"" and ""Pliohippus coalingensis"" are from ""North Coalinga"" but in the ""Jacalitos formation"" = Etchegoin Fm. according to Tedford et al. 1987; these are widely separated stratigraphically according to Nomland 1916 and are of unclear relationships to the USGS sites in the Etchegoin<br>""? Prosthennops sp."" is indeterminate: Colbert 1938",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,Borophaginae,,,,indet.,,378,Temblor,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
192081,occ,,,19460,Aelurodon,,genus,41190,Barstovian,,16.3,12.5,Bode,1935,1105,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-120.400002,36.099998,"probably OK; compared very closely to A. ""wheelerianus"" and contrasted with Epicyon haydeni and ""E. aphobus""",North Coalinga,,"CIT 108, 129; Domengine Creek; Merychippus Zone; UCMP 2124",US,California,Fresno,based on political unit,1,,12 mi N of Coalinga,gplates,130,mid,-113.02,39.24,scotese,130,mid,-115.22,35.97,seton,176,mid,-116.91,36.88,US,,Temblor,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,"CIT 108 is the same as UCMP 2124: Downs 1961<br>Merriam's types of ""Neohipparion molle"" and ""Pliohippus coalingensis"" are from ""North Coalinga"" but in the ""Jacalitos formation"" = Etchegoin Fm. according to Tedford et al. 1987; these are widely separated stratigraphically according to Nomland 1916 and are of unclear relationships to the USGS sites in the Etchegoin<br>""? Prosthennops sp."" is indeterminate: Colbert 1938",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,sp.,,378,Temblor,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"F. D. Bode. 1935. The Fauna of the Merychippus Zone, North Coalinga District, California. Carnegie Institution of Washington Publication 453(6):65-96",4,4,18,J. Alroy,J. Alroy,M. Uhen,5/15/02 0:00,7/27/09 15:39
